"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Honduras","HND","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2488218720.12615","2534391582.72857","2680495355.5374","2776468795.19125","2926860269.2207","3191365211.95165","3362864144.72378","3563880790.23667","3799032175.39553","3823932508.06677","3962615869.08017","4120922515.97881","4358382635.31796","4701380920.2448","4643664806.12353","4742606525.27394","5240613079.37141","5784792529.18045","6129925504.12699","6473809831.14646","6512610872.68073","6433024486.87437","6299561043.44294","6356615782.6023","6758817663.49853","7139084618.24039","7519653114.77941","8018834457.00819","8158846017.51191","8381407011.32728","8615394853.47084","8329423326.42246","8835326501.2284","9409244413.52161","9429182931.62969","10012783780.5608","10200100565.8851","10669109662.3616","11052155561.8485","10970850259.4923","11770766565.371","12091307288.6849","12545255816.1379","13115693371.7751","13933103118.0994","14776139346.9858","15746524405.4521","16720970853.0584","17428535474.0851","17004738346.4424","17639208999.3343","18315794491.7857","19071996455.0395","19604402633.0241","20203921059.269","20979767785.2104","21796504312.1393","22852090251.4754","23730751926.4043","24360344497.7749","22176498033.542",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","112640018765.772","112234997770.662","120630150725.583","124624344063.087","128800380368.463","133582779387.763","137539651904.988","140121940874.888","146494012479.117","153619928261.398","160474113549.74","167731242964.983","170552348592.726","176326906334.948","185924053487.1","189357319960.591","196844955992.773","204460260303.817","209558476772.073","211008638459.361","211244917333.421","217836993488.176","219057056763.535","220056520905.801","222633423581.392","226140392852.671","233247822600.393","240476109165.239","243061319469.553","247741140328.225","246952854385.756","247859155347.174","245561001364.78","246689550076.402","246532925912.235","258881830847.523","271990055102.107","282552468200.655","292176783064.532","301018656275.03","308417451694.373","320803230488.333","331603538449.396","345423854713.128","364049393884.17","385394832004.21","408941261289.363","434188605266.191","460430883147.241","480957639414.292","509054957090.772","534356655479.401","566170517201.937","600424456999.196","636951324590.07","667746683382.348","697835798486.316","734733720185.233","769324201174.564","802381668162.613","805710832952.227",
"Croatia","HRV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33246829181.2947","35210167387.4025","37394374342.4238","38250990754.6492","37888350915.2984","38972619601.4636","40125316701.1934","42403695063.6975","44793481881.6794","46654461513.1055","48664565898.2735","51094527648.5892","53683806774.1002","54700284370.3422","50694288630.6909","50026866393.6849","49927628467.2695","48733472296.3472","48515588754.1311","48349931055.2569","49525747503.8149","51258225007.1419","53021106776.0616","54509732513.3714","56068125411.2873","51376693298.7988",
"Haiti","HTI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","6441614612.61984","6252747741.80994","6745937965.41305","6618251354.10929","6509225102.69227","6649941391.72239","6611651906.94918","6471637866.78352","6677540618.17921","6932084679.47682","6977223205.8861","7429373817.92032","7501966806.09096","7858709490.81522","8312934188.22576","8406268030.15946","9115659155.07513","9453681145.19283","10040647306.6868","10799762554.4141","11596211338.9147","11265405091.8212","10863934755.9569","10962598997.3077","10995587325.2178","11061960131.3449","11006926349.97","10919570022.0909","10941455770.9816","10622684729.1473","10732961241.4022","10934799377.7033","10354168866.385","9792321015.49043","8622077032.72","9475464995.62372","9867822523.36124","10134718893.1272","10355842277.5425","10636511287.392","10729055238.0331","10693193233.7617","10792051025.1632","11154597868.0886","11017040313.6266","11415594308.1094","11614746457.9891","12261702442.156","12565583887.7534","13358835422.9467","12850494906.7497","13641343297.1802","13716802643.3922","14139967187.4379","14620977370.9201","14857386163.9184","15113311302.398","15458820830.7777","15716647166.4773","15452295498.2809","14930973602.2683",
"Hungary","HUN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78730205779.8502","76317770288.0975","75878097113.6549","78114341911.5212","79277874933.9944","79343209257.7842","81837068726.3387","85028713092.8195","87639970286.3075","91565532116.7426","95295996706.4341","99814250042.512","103891187026.214","108901706747.335","113523084496.075","118099215093.124","118385229072.879","119638087225.797","111622868803.308","112875476358.82","115061996008.341","113473423250.069","115584881816.473","120472909525.386","125074286021.14","127750870378.492","133265595661.085","140461550302.954","146980788128.843","139695320093.437",
"IBRD only","IBD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1845614577917.67","1871400250995.85","1925334656086.66","2014629063018.58","2176062506169.89","2309302782105.05","2428767665476.75","2532154303282.53","2690119461451.37","2905595736250.36","3124711874863.07","3325667016034.82","3546712303323.52","3803404726527.91","4023782631354.13","4204215346979.79","4455827462463.15","4652226239772.94","4817570572601.23","5046580018960.58","5285483024224.66","5408387614750.08","5567275367680.83","5669608080826.53","5949110655617.2","6216670283147.15","6483696468447.33","6814519172797.69","7091758581107.16","7319290272611.62","7475208772776.64","7572617884608.01","7701529732801.9","7992926213580.37","8284128958218.25","8622504364996.44","9098151467599.19","9581427653680.32","9830996567117.85","10198330715803.2","10800131990570.4","11190295020516.7","11706019728591.2","12405409778522.6","13362647665939.1","14329658594600.3","15519501130670.6","16918641735041.7","17929654341429","18452944944445.5","19902299892229.5","21182325660976.3","22316762268563.8","23514116586059.4","24652068950440","25745911251556.8","26948266754628.2","28353669446281.1","29720276459498.5","30900090412660.2","30415596086958.9",
"IDA & IBRD total","IBT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2120928323359.67","2149589374739.51","2220203788519.13","2324961269370.94","2501014827232.05","2648332631607.36","2770311114266.92","2860076743647.75","3030073515666.59","3278374717988.04","3540614979536.7","3769066174967.39","3994177061369.39","4269734976717.56","4525982917366.06","4697905197005.09","4977365012785.2","5196862100520","5364664108946.83","5614310398615.72","5870917839941.73","5985197051544.41","6139395148343.32","6232060557008.48","6518443733927.89","6808981709137.15","7093617604947.1","7444408411402.04","7750061533170.8","7994379506152.92","8178056762679.42","8286702338581.14","8428930747882.6","8725237011513.08","9021905695331.1","9385304490242.11","9897417516478.5","10405725445532.9","10682337380769.7","11075395561184.8","11710714137459.2","12142226988894.2","12709768129801","13459221966674","14486029388218.6","15522267807453.1","16785052661902.3","18263371117504.3","19343693531272.7","19942177130925","21483046959758.8","22830073608727.6","24039043339599.3","25339430550560.9","26583613110057.4","27745319099212.2","29012158509681.5","30506487073524.9","31973434328730.2","33238969798844.2","32744109395208.8",
"IDA total","IDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","264372745125.865","267208139843.857","282563459368.886","297247775407.402","312012056272.772","325974550338.42","329417190353.869","318080052750.826","330388201031.938","361882801428.624","402671606135.17","429240475870.756","434952348135.777","454289124957.971","488560190276.44","482598252190.372","509955119758.693","532531870684.868","536276069499.404","556944199731.991","575075226122.661","568320391083.372","565844162028.494","558541488222.334","567790842980.429","591018307732.232","609602854599.357","631143967184.409","659179957697.792","676720032552.525","704448729394.019","715753676915.995","729125252437.042","733581958858.389","738770496398.675","763755036635.706","800159935746.774","824886198720.407","852058948328.091","877684862949.005","910806208356.277","952310778065.299","1004281224751.45","1054277650028.91","1123765486568.36","1192899879169.52","1265605078868.34","1344438044226.79","1413619791816.52","1488683525819.15","1580243121011.89","1647331172938.81","1721889281397.59","1824864492117.49","1930957262088.43","1998910233663.55","2063396373173.68","2152312905992.87","2252631838626.27","2338277814954.23","2328281207943.11",
"IDA blend","IDB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","111214342007.14","112718717270.736","117598467160.488","126951785250.65","133519720707.637","141119537328.48","140525434743.916","129102501479.871","131925138114.4","153177209231.098","181261804762.221","200746220052.348","208864103688.896","220747962915.494","239895254661.14","234645287309.527","249725434334.244","262682599237.797","260718258041.415","276264674461.64","291501268332.563","278507916357.503","275081590774.689","266350917710.629","270588690450.985","287178696071.415","295227992809.147","306375826740.438","326014891821.035","335941234768.053","358012022834.836","365001215891.466","376061491451.766","375119683716.077","378283646402.462","385600956944.876","403520872930.409","411750012136.708","422811851755.722","431632366979.554","447600677924.806","467149221577.822","500498184796.572","525932579455.958","565449320416.594","599079097329.111","633692014293.266","670305554247.333","698071291866.794","739326972403.504","784705498289.067","822213012589.802","859891498740.698","908957880763.748","962553031331.149","999690354041.436","1017413139920.57","1047034175290.77","1085253726341.8","1110265125869.86","1099185254764.2",
"Indonesia","IDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","52777607990.6609","55807383539.0809","56835343100.146","55563919432.5108","57525158068.7532","58147344118.8746","59770438162.6686","60595510968.2667","67209619196.7231","71794859870.4322","77218699133.4404","82642538396.4485","88458625386.7089","95627290746.7914","102928121603.707","108051163892.361","115492177498.459","125610823212.857","134110995368.417","143933699723.414","158154460835.886","170691612970.702","174526106756.674","181843929461.971","194528503330.281","199318074355.611","211028101123.628","221423192104.645","234222556376.596","251687564891.169","269915109658.485","288571595709.615","307321553946.56","327286416333.046","351963717524.103","380895161146.503","410674257411.067","429975449993.557","373533752988.269","376488875933.227","395012383689.125","409404527351.182","427825583308.405","448277225387.513","470829487520.977","497631791817.584","525006276753.314","558318041704.736","591893633878.692","619291627728.719","657835435591.365","698422462409.202","740537690664.799","781691322850.807","820828015498.845","860854235065.079","904181624278.983","950021696789.269","999178589070.128","1049318966508.58","1027602854052.75",
"IDA only","IDX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","198835416252.915","209426859491.269","217821882582.614","227946360488.765","232984044029.854","228844044037.312","235563758199.679","250018655422.64","250055042997.013","261865074025.256","270930897575.252","277923264430.839","281294996136.019","282133393481.454","291325052461.828","292796300697.791","295277618790.883","300376363673.806","306054573373.321","316820918405.209","327206808814.833","334278744992.603","341692571995.337","345864515232.404","350054572289.486","351955527974.583","357650812495.834","359631499244.43","377678776240.165","396173484485.013","412954701140.988","429235729950.429","446315007248.506","463500492537.133","485520654359.736","503695087948.375","528230515477.879","557985852758.439","593519786021.839","631675247263.126","674002507804.165","715700463237.36","749461684897.063","795650437327.875","825180790063.08","862057148697.795","916000443443.942","968498632439.935","999296364245.39","1046335589929.81","1105913913050.88","1168242056352.83","1229764101038.87","1231178831554.99",
"Isle of Man","IMN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1181165302.00374","1186113475.84477","1412726840.68441","1552535187.12834","1736190109.65329","1855036023.57746","1932705951.8051","1963725744.84339","1979435599.69442","2030900840.33613","2112136898.39572","2202958747.13522","2372586707.41024","2576629029.79374","2924474102.36822","3325126967.1505","3501358747.13522","3690432085.5615","3919238808.25057","4154393124.52254","4370421695.95111","4628276546.98243","4984653781.5126","5358502826.58518","5621069518.71658","5739111993.88846","5934241711.22995","6052926508.78533","6495017570.66463","6764022918.25821","7112728800.61115","7085288006.11154","7577879297.17342","7792919786.09626","7965408708.93812","","",
"India","IND","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","136368084183.934","141444716854.875","145590642182.649","154317859589.964","165819092695.051","161448482613.365","161359155154.023","173987062982.43","179881621451.683","191645340382.712","201528930864.746","204839910902.247","203706528986.951","210419720703.547","212913901951.953","232395336647.846","236260311942.955","253400441384.178","267876022911.921","253844187414.829","270942678838.29","287216047833.144","297198911479.191","318861421840.578","331044280892.937","348438337972.703","365081718780.556","379558507284.581","416101576419.757","440848565763.763","465242720842.225","470159552155.565","495935560738.446","519496349422.807","554089216863.476","596058659382.914","641058240489.045","667019950767.196","708271238131.043","770923180565.374","800534271756.71","839151774957.263","871072901385.524","939542554364.416","1013981915397.6","1094324068978.66","1182534605661.36","1273126394881.29","1312423962607.49","1415605275565.81","1535897532897.06","1616398760695.55","1704595760876.69","1813453059871.91","1947834059121.23","2103587813812.2","2277266450218.78","2432015436983.07","2590898738237.18","2695611314660.6","2480916375249.32",
